propagator type,test type,domain group,test id,timeout,runtime,requested solutions,solutions,propagations,nodes,failures,peak depth
AdvModulo,B,19,0,False,0.0,1,0,0,0,1,0
Linear,B,19,0,False,0.001,1,0,0,0,1,0
Modulo,B,19,0,False,0.001,1,0,0,0,1,0
AdvModulo,B,19,10,False,0.001,1,1,42,20,7,11
Linear,B,19,10,False,0.002,1,1,21,20,7,11
Modulo,B,19,10,False,0.002,1,1,42,20,7,11
AdvModulo,B,19,11,True,10.003,1,0,980974,980854,490425,13
Linear,B,19,11,False,0.017,1,1,6,6,0,5
Modulo,B,19,11,True,10.001,1,0,964666,964546,482271,13
AdvModulo,B,19,12,False,0.003,1,1,182,146,70,15
Linear,B,19,12,True,10.003,1,0,12355,12354,6175,11
Modulo,B,19,12,False,0.002,1,1,182,146,70,15
AdvModulo,B,19,13,True,10.032,1,0,361813,361688,180842,19
Linear,B,19,13,True,10.002,1,0,3637,3636,1816,11
Modulo,B,19,13,True,10.008,1,0,388611,388478,194237,19
AdvModulo,B,19,14,False,3.014,1,1,270154,270114,135054,18
Linear,B,19,14,False,0.003,1,1,7,7,0,6
Modulo,B,19,14,False,2.677,1,1,270154,270114,135054,18
AdvModulo,B,19,15,False,0.007,1,1,757,398,196,13
Linear,B,19,15,False,0.004,1,1,400,398,196,13
Modulo,B,19,15,False,0.007,1,1,757,398,196,13
AdvModulo,B,19,16,False,1.186,1,1,114858,114834,57414,19
Linear,B,19,16,False,0.035,1,1,9,8,1,6
Modulo,B,19,16,False,1.022,1,1,114858,114834,57414,19
AdvModulo,B,19,17,False,0.137,1,1,18617,11520,5757,13
Linear,B,19,17,False,0.07,1,1,11537,11520,5757,13
Modulo,B,19,17,False,0.136,1,1,18617,11520,5757,13
AdvModulo,B,19,18,False,0.077,1,1,6118,6101,3047,13
Linear,B,19,18,False,0.001,1,1,7,7,0,6
Modulo,B,19,18,False,0.068,1,1,6118,6101,3047,13
AdvModulo,B,19,19,True,11.754,1,0,28896,22050,11024,9
Linear,B,19,19,False,0.008,1,1,263,262,128,11
Modulo,B,19,19,True,10.638,1,0,28896,22050,11024,9
AdvModulo,B,19,1,False,0.0,1,0,0,0,1,0
Linear,B,19,1,False,0.002,1,0,0,0,1,0
Modulo,B,19,1,False,0.0,1,0,0,0,1,0
AdvModulo,B,19,20,True,16.401,1,0,20,11,4,7
Linear,B,19,20,True,10.008,1,0,1359,1358,677,11
Modulo,B,19,20,True,15.632,1,0,20,11,4,7
AdvModulo,B,19,21,False,0.007,1,1,16,7,1,5
Linear,B,19,21,True,10.02,1,0,1305,1304,650,11
Modulo,B,19,21,False,0.006,1,1,16,7,1,5
AdvModulo,B,19,22,False,0.186,1,1,16989,16974,8484,12
Linear,B,19,22,False,0.012,1,1,1206,1204,599,13
Modulo,B,19,22,False,0.154,1,1,16989,16974,8484,12
AdvModulo,B,19,23,False,0.387,1,1,38039,38016,19005,19
Linear,B,19,23,False,0.004,1,1,115,114,54,11
Modulo,B,19,23,False,0.357,1,1,38039,38016,19005,19
AdvModulo,B,19,24,False,0.004,1,1,189,118,56,11
Linear,B,19,24,False,0.014,1,1,119,118,56,11
Modulo,B,19,24,False,0.003,1,1,189,118,56,11
AdvModulo,B,19,25,False,0.074,1,1,10577,6014,3004,13
Linear,B,19,25,False,0.04,1,1,6056,6014,3004,13
Modulo,B,19,25,False,0.071,1,1,10577,6014,3004,13
AdvModulo,B,19,26,True,10.001,1,0,1010555,1010395,505195,13
Linear,B,19,26,False,0.003,1,1,7,7,0,6
Modulo,B,19,26,True,10.001,1,0,1120177,1120001,559998,13
AdvModulo,B,19,27,False,0.02,1,1,1858,1836,915,19
Linear,B,19,27,False,0.043,1,1,4974,4972,2483,13
Modulo,B,19,27,False,0.021,1,1,1858,1836,915,19
AdvModulo,B,19,28,False,0.192,1,1,16805,11194,5594,13
Linear,B,19,28,True,10.001,1,0,2593,2592,1294,11
Modulo,B,19,28,False,0.178,1,1,16805,11194,5594,13
AdvModulo,B,19,29,False,0.032,1,1,2256,2070,1032,16
Linear,B,19,29,False,0.022,1,1,2922,2920,1457,14
Modulo,B,19,29,False,0.028,1,1,2256,2070,1032,16
AdvModulo,B,19,2,False,0.001,1,1,8,4,0,3
Linear,B,19,2,False,0.002,1,1,4,4,0,3
Modulo,B,19,2,False,0.002,1,1,8,4,0,3
AdvModulo,B,19,30,False,1.104,1,1,110250,110227,55110,20
Linear,B,19,30,False,0.009,1,1,557,556,275,11
Modulo,B,19,30,False,0.986,1,1,110250,110227,55110,20
AdvModulo,B,19,31,False,0.002,1,1,12,6,0,5
Linear,B,19,31,False,0.003,1,1,6,6,0,5
Modulo,B,19,31,False,0.002,1,1,12,6,0,5
AdvModulo,B,19,33,True,10.001,1,0,1907133,430836,215417,10
Linear,B,19,33,True,10.001,1,0,2027829,619028,309513,10
Modulo,B,19,33,True,10.002,1,0,2145578,479204,239601,10
AdvModulo,B,19,35,False,0.001,1,1,46,8,2,5
Linear,B,19,35,False,0.003,1,1,29,8,2,5
Modulo,B,19,35,False,0.001,1,1,46,8,2,5
AdvModulo,B,19,37,True,10.001,1,0,4204574,374578,187288,10
Linear,B,19,37,True,10.001,1,0,6649120,680891,340444,10
Modulo,B,19,37,True,10.001,1,0,5258301,472173,236085,10
AdvModulo,B,19,38,False,0.001,1,1,10,5,0,4
Linear,B,19,38,False,0.001,1,1,5,5,0,4
Modulo,B,19,38,False,0.002,1,1,10,5,0,4
AdvModulo,B,19,39,False,0.002,1,1,10,5,0,4
Linear,B,19,39,False,0.001,1,1,5,5,0,4
Modulo,B,19,39,False,0.002,1,1,10,5,0,4
AdvModulo,B,19,3,False,0.001,1,1,4,2,0,1
Linear,B,19,3,False,0.001,1,1,2,2,0,1
Modulo,B,19,3,False,0.002,1,1,4,2,0,1
AdvModulo,B,19,40,False,0.002,1,1,10,5,0,4
Linear,B,19,40,False,0.001,1,1,5,5,0,4
Modulo,B,19,40,False,0.002,1,1,10,5,0,4
AdvModulo,B,19,41,False,0.001,1,1,10,5,0,4
Linear,B,19,41,False,0.001,1,1,5,5,0,4
Modulo,B,19,41,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,42,False,0.002,1,1,10,5,0,4
Linear,B,19,42,False,0.001,1,1,5,5,0,4
Modulo,B,19,42,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,43,False,0.002,1,1,10,5,0,4
Linear,B,19,43,False,0.001,1,1,5,5,0,4
Modulo,B,19,43,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,44,False,0.001,1,1,10,5,0,4
Linear,B,19,44,False,0.001,1,1,5,5,0,4
Modulo,B,19,44,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,45,False,0.001,1,1,10,5,0,4
Linear,B,19,45,False,0.001,1,1,5,5,0,4
Modulo,B,19,45,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,46,False,0.001,1,1,10,5,0,4
Linear,B,19,46,False,0.001,1,1,5,5,0,4
Modulo,B,19,46,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,47,False,0.001,1,1,10,5,0,4
Linear,B,19,47,False,0.001,1,1,5,5,0,4
Modulo,B,19,47,False,0.002,1,1,10,5,0,4
AdvModulo,B,19,48,False,0.001,1,1,15,7,1,5
Linear,B,19,48,False,0.001,1,1,8,7,1,5
Modulo,B,19,48,False,0.001,1,1,15,7,1,5
AdvModulo,B,19,49,False,0.001,1,1,10,5,0,4
Linear,B,19,49,False,0.008,1,1,5,5,0,4
Modulo,B,19,49,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,4,False,4.042,1,1,505046,275496,137745,17
Linear,B,19,4,False,1.818,1,1,284320,275496,137745,17
Modulo,B,19,4,False,3.869,1,1,505046,275496,137745,17
AdvModulo,B,19,50,False,0.001,1,1,10,5,0,4
Linear,B,19,50,False,0.001,1,1,5,5,0,4
Modulo,B,19,50,False,0.001,1,1,10,5,0,4
AdvModulo,B,19,5,False,0.002,1,1,20,10,0,9
Linear,B,19,5,False,0.001,1,1,10,10,0,9
Modulo,B,19,5,False,0.002,1,1,20,10,0,9
AdvModulo,B,19,6,False,0.001,1,0,0,0,1,0
Linear,B,19,6,False,0.0,1,0,0,0,1,0
Modulo,B,19,6,False,0.001,1,0,0,0,1,0
AdvModulo,B,19,7,False,0.001,1,1,16,12,4,3
Linear,B,19,7,False,0.001,1,1,50,50,23,6
Modulo,B,19,7,False,0.002,1,1,16,12,4,3
AdvModulo,B,19,8,False,0.001,1,1,12,8,3,1
Linear,B,19,8,False,0.002,1,1,8,8,3,1
Modulo,B,19,8,False,0.006,1,1,12,8,3,1
AdvModulo,B,19,9,False,0.001,1,1,15,7,0,6
Linear,B,19,9,False,0.001,1,1,7,7,0,6
Modulo,B,19,9,False,0.003,1,1,15,7,0,6
AdvModulo,B,20,0,False,0.001,1,0,0,0,1,0
Linear,B,20,0,False,0.001,1,0,0,0,1,0
Modulo,B,20,0,False,0.0,1,0,0,0,1,0
AdvModulo,B,20,10,False,0.001,1,1,42,20,7,11
Linear,B,20,10,False,0.004,1,1,21,20,7,11
Modulo,B,20,10,False,0.002,1,1,42,20,7,11
AdvModulo,B,20,11,True,10.001,1,0,983670,983606,491801,13
Linear,B,20,11,False,0.01,1,1,7,7,0,6
Modulo,B,20,11,True,10.001,1,0,1124008,1123936,561966,13
AdvModulo,B,20,12,False,0.003,1,1,182,146,70,15
Linear,B,20,12,True,10.005,1,0,12303,12302,6149,11
Modulo,B,20,12,False,0.003,1,1,182,146,70,15
AdvModulo,B,20,13,True,10.014,1,0,642743,642678,321337,19
Linear,B,20,13,True,10.006,1,0,1827,1826,911,11
Modulo,B,20,13,True,10.002,1,0,712591,712522,356259,19
AdvModulo,B,20,14,True,10.002,1,0,972265,972210,486103,26
Linear,B,20,14,False,0.006,1,1,7,7,0,6
Modulo,B,20,14,True,10.001,1,0,1086770,1086707,543351,26
AdvModulo,B,20,15,False,0.009,1,1,757,398,196,13
Linear,B,20,15,False,0.005,1,1,400,398,196,13
Modulo,B,20,15,False,0.007,1,1,757,398,196,13
AdvModulo,B,20,16,False,0.007,1,1,602,588,291,12
Linear,B,20,16,False,0.033,1,1,6,6,0,5
Modulo,B,20,16,False,0.007,1,1,602,588,291,12
AdvModulo,B,20,17,False,0.15,1,1,18617,11520,5757,13
Linear,B,20,17,False,0.074,1,1,11537,11520,5757,13
Modulo,B,20,17,False,0.127,1,1,18617,11520,5757,13
AdvModulo,B,20,18,False,0.069,1,1,6118,6101,3047,13
Linear,B,20,18,False,0.002,1,1,7,7,0,6
Modulo,B,20,18,False,0.061,1,1,6118,6101,3047,13
AdvModulo,B,20,19,False,0.026,1,1,2341,2326,1160,11
Linear,B,20,19,False,0.009,1,1,263,262,128,11
Modulo,B,20,19,False,0.024,1,1,2341,2326,1160,11
AdvModulo,B,20,1,False,0.0,1,0,0,0,1,0
Linear,B,20,1,False,0.002,1,0,0,0,1,0
Modulo,B,20,1,False,0.001,1,0,0,0,1,0
AdvModulo,B,20,20,False,0.004,1,1,25,13,3,9
Linear,B,20,20,True,10.018,1,0,639,638,317,11
Modulo,B,20,20,False,0.004,1,1,25,13,3,9
AdvModulo,B,20,21,True,10.001,1,0,955468,955403,477699,13
Linear,B,20,21,True,10.011,1,0,631,630,313,11
Modulo,B,20,21,True,10.001,1,0,1115771,1115698,557847,13
AdvModulo,B,20,22,False,0.328,1,1,29186,29163,14578,20
Linear,B,20,22,False,0.012,1,1,1206,1204,599,13
Modulo,B,20,22,False,0.274,1,1,29186,29163,14578,20
AdvModulo,B,20,23,False,0.515,1,1,37447,37424,18709,19
Linear,B,20,23,False,0.002,1,1,115,114,54,11
Modulo,B,20,23,False,0.343,1,1,37447,37424,18709,19
AdvModulo,B,20,24,False,0.005,1,1,189,118,56,11
Linear,B,20,24,False,0.005,1,1,119,118,56,11
Modulo,B,20,24,False,0.005,1,1,189,118,56,11
AdvModulo,B,20,25,False,0.095,1,1,10577,6014,3004,13
Linear,B,20,25,False,0.078,1,1,6056,6014,3004,13
Modulo,B,20,25,False,0.085,1,1,10577,6014,3004,13
AdvModulo,B,20,26,True,10.003,1,0,945386,945306,472651,13
Linear,B,20,26,False,0.004,1,1,7,7,0,6
Modulo,B,20,26,True,10.001,1,0,1124420,1124324,562160,13
AdvModulo,B,20,27,False,0.135,1,1,13720,13690,6842,26
Linear,B,20,27,False,0.044,1,1,4974,4972,2483,13
Modulo,B,20,27,False,0.126,1,1,13720,13690,6842,26
AdvModulo,B,20,28,False,0.001,1,1,19,9,1,7
Linear,B,20,28,True,10.008,1,0,1227,1226,611,11
Modulo,B,20,28,False,0.001,1,1,19,9,1,7
AdvModulo,B,20,29,False,0.026,1,1,2256,2070,1032,16
Linear,B,20,29,False,0.02,1,1,2922,2920,1457,14
Modulo,B,20,29,False,0.026,1,1,2256,2070,1032,16
AdvModulo,B,20,2,False,0.002,1,1,8,4,0,3
Linear,B,20,2,False,0.001,1,1,4,4,0,3
Modulo,B,20,2,False,0.001,1,1,8,4,0,3
AdvModulo,B,20,30,False,1.106,1,1,110250,110227,55110,20
Linear,B,20,30,False,0.009,1,1,557,556,275,11
Modulo,B,20,30,False,0.977,1,1,110250,110227,55110,20
AdvModulo,B,20,31,False,0.002,1,1,12,6,0,5
Linear,B,20,31,False,0.001,1,1,6,6,0,5
Modulo,B,20,31,False,0.002,1,1,12,6,0,5
AdvModulo,B,20,33,True,10.002,1,0,1874995,422603,211300,10
Linear,B,20,33,True,10.001,1,0,2169828,663280,331639,10
Modulo,B,20,33,True,10.001,1,0,2136085,477202,238600,10
AdvModulo,B,20,35,False,0.002,1,1,46,8,2,5
Linear,B,20,35,False,0.004,1,1,29,8,2,5
Modulo,B,20,35,False,0.002,1,1,46,8,2,5
AdvModulo,B,20,37,True,10.001,1,0,4717058,422046,211022,10
Linear,B,20,37,True,10.002,1,0,6723123,689637,344817,10
Modulo,B,20,37,True,10.001,1,0,5262844,472755,236376,10
AdvModulo,B,20,38,False,0.001,1,1,10,5,0,4
Linear,B,20,38,False,0.002,1,1,5,5,0,4
Modulo,B,20,38,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,39,False,0.001,1,1,10,5,0,4
Linear,B,20,39,False,0.001,1,1,5,5,0,4
Modulo,B,20,39,False,0.002,1,1,10,5,0,4
AdvModulo,B,20,3,False,0.001,1,1,4,2,0,1
Linear,B,20,3,False,0.001,1,1,2,2,0,1
Modulo,B,20,3,False,0.001,1,1,4,2,0,1
AdvModulo,B,20,40,False,0.003,1,1,10,5,0,4
Linear,B,20,40,False,0.001,1,1,5,5,0,4
Modulo,B,20,40,False,0.002,1,1,10,5,0,4
AdvModulo,B,20,41,False,0.002,1,1,10,5,0,4
Linear,B,20,41,False,0.001,1,1,5,5,0,4
Modulo,B,20,41,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,42,False,0.001,1,1,10,5,0,4
Linear,B,20,42,False,0.001,1,1,5,5,0,4
Modulo,B,20,42,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,43,False,0.002,1,1,10,5,0,4
Linear,B,20,43,False,0.001,1,1,5,5,0,4
Modulo,B,20,43,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,44,False,0.001,1,1,10,5,0,4
Linear,B,20,44,False,0.001,1,1,5,5,0,4
Modulo,B,20,44,False,0.002,1,1,10,5,0,4
AdvModulo,B,20,45,False,0.001,1,1,10,5,0,4
Linear,B,20,45,False,0.001,1,1,5,5,0,4
Modulo,B,20,45,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,46,False,0.001,1,1,10,5,0,4
Linear,B,20,46,False,0.0,1,1,5,5,0,4
Modulo,B,20,46,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,47,False,0.003,1,1,10,5,0,4
Linear,B,20,47,False,0.001,1,1,5,5,0,4
Modulo,B,20,47,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,48,False,0.001,1,1,15,7,1,5
Linear,B,20,48,False,0.001,1,1,8,7,1,5
Modulo,B,20,48,False,0.001,1,1,15,7,1,5
AdvModulo,B,20,49,False,0.0,1,1,10,5,0,4
Linear,B,20,49,False,0.013,1,1,5,5,0,4
Modulo,B,20,49,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,4,False,3.981,1,1,505046,275496,137745,17
Linear,B,20,4,False,1.954,1,1,284320,275496,137745,17
Modulo,B,20,4,False,3.625,1,1,505046,275496,137745,17
AdvModulo,B,20,50,False,0.003,1,1,10,5,0,4
Linear,B,20,50,False,0.002,1,1,5,5,0,4
Modulo,B,20,50,False,0.001,1,1,10,5,0,4
AdvModulo,B,20,5,False,0.012,1,1,20,10,0,9
Linear,B,20,5,False,0.002,1,1,10,10,0,9
Modulo,B,20,5,False,0.001,1,1,20,10,0,9
AdvModulo,B,20,6,False,0.001,1,0,0,0,1,0
Linear,B,20,6,False,0.063,1,0,0,0,1,0
Modulo,B,20,6,False,0.002,1,0,0,0,1,0
AdvModulo,B,20,7,False,0.017,1,1,16,12,4,3
Linear,B,20,7,False,0.002,1,1,50,50,23,6
Modulo,B,20,7,False,0.003,1,1,16,12,4,3
AdvModulo,B,20,8,False,0.002,1,1,12,8,3,1
Linear,B,20,8,False,0.003,1,1,8,8,3,1
Modulo,B,20,8,False,0.005,1,1,12,8,3,1
AdvModulo,B,20,9,False,0.001,1,1,15,7,0,6
Linear,B,20,9,False,0.001,1,1,7,7,0,6
Modulo,B,20,9,False,0.003,1,1,15,7,0,6
AdvModulo,R,250,0,False,0.003,1,1,45,22,9,10
Linear,R,250,0,False,0.003,1,1,23,22,9,10
Modulo,R,250,0,False,0.002,1,1,45,22,9,10
AdvModulo,R,250,100,False,0.016,1,1,405,236,114,18
Linear,R,250,100,False,0.003,1,1,240,236,114,18
Modulo,R,250,100,False,0.011,1,1,405,236,114,18
AdvModulo,R,250,101,False,0.009,1,1,156,96,45,11
Linear,R,250,101,False,0.004,1,1,97,96,45,11
Modulo,R,250,101,False,0.011,1,1,156,96,45,11
AdvModulo,R,250,102,False,0.006,1,1,315,200,96,16
Linear,R,250,102,False,0.003,1,1,206,200,96,16
Modulo,R,250,102,False,0.006,1,1,315,200,96,16
AdvModulo,R,250,103,False,0.019,1,1,1130,743,369,14
Linear,R,250,103,False,0.008,1,1,750,743,369,14
Modulo,R,250,103,False,0.025,1,1,1130,743,369,14
AdvModulo,R,250,104,False,0.005,1,1,408,205,100,13
Linear,R,250,104,False,0.003,1,1,214,205,100,13
Modulo,R,250,104,False,0.108,1,1,408,205,100,13
AdvModulo,R,250,105,False,0.034,1,1,3525,1862,927,19
Linear,R,250,105,False,0.015,1,1,1898,1862,927,19
Modulo,R,250,105,False,0.12,1,1,3525,1862,927,19
AdvModulo,R,250,106,False,0.016,1,1,1747,925,458,18
Linear,R,250,106,False,0.016,1,1,935,925,458,18
Modulo,R,250,106,False,0.034,1,1,1747,925,458,18
AdvModulo,R,250,107,False,0.004,1,1,9,4,0,3
Linear,R,250,107,False,0.003,1,1,4,4,0,3
Modulo,R,250,107,False,0.014,1,1,9,4,0,3
AdvModulo,R,250,108,False,0.071,1,1,585,298,145,23
Linear,R,250,108,False,0.006,1,1,327,318,155,21
Modulo,R,250,108,False,0.025,1,1,585,298,145,23
AdvModulo,R,250,109,False,0.014,1,1,43,17,5,8
Linear,R,250,109,False,0.003,1,1,20,17,5,8
Modulo,R,250,109,False,0.011,1,1,43,17,5,8
AdvModulo,R,250,10,False,0.002,1,1,15,7,0,6
Linear,R,250,10,False,0.001,1,1,7,7,0,6
Modulo,R,250,10,False,0.0,1,1,15,7,0,6
AdvModulo,R,250,110,False,0.002,1,1,113,74,35,11
Linear,R,250,110,False,0.006,1,1,75,74,35,11
Modulo,R,250,110,False,0.002,1,1,113,74,35,11
AdvModulo,R,250,111,False,0.002,1,1,40,16,4,10
Linear,R,250,111,False,0.003,1,1,18,16,4,10
Modulo,R,250,111,False,0.001,1,1,40,16,4,10
AdvModulo,R,250,112,False,0.004,1,1,199,102,48,13
Linear,R,250,112,False,0.003,1,1,104,102,48,13
Modulo,R,250,112,False,0.003,1,1,199,102,48,13
AdvModulo,R,250,113,False,0.001,1,1,21,8,2,5
Linear,R,250,113,False,0.001,1,1,10,8,2,5
Modulo,R,250,113,False,0.016,1,1,21,8,2,5
AdvModulo,R,250,114,False,0.086,1,1,1512,1101,545,21
Linear,R,250,114,False,0.034,1,1,2090,2077,1033,20
Modulo,R,250,114,False,0.023,1,1,1512,1101,545,21
AdvModulo,R,250,115,False,0.033,1,1,37,22,9,10
Linear,R,250,115,False,0.013,1,1,23,22,9,10
Modulo,R,250,115,False,0.024,1,1,37,22,9,10
AdvModulo,R,250,116,False,0.002,1,1,60,39,18,9
Linear,R,250,116,False,0.033,1,1,39,39,18,9
Modulo,R,250,116,False,0.009,1,1,60,39,18,9
AdvModulo,R,250,117,False,0.011,1,1,103,45,19,14
Linear,R,250,117,False,0.003,1,1,47,45,19,14
Modulo,R,250,117,False,0.006,1,1,103,45,19,14
AdvModulo,R,250,118,False,0.016,1,1,819,442,216,21
Linear,R,250,118,False,0.005,1,1,444,442,216,21
Modulo,R,250,118,False,0.008,1,1,819,442,216,21
AdvModulo,R,250,119,False,0.003,1,1,161,80,37,19
Linear,R,250,119,False,0.002,1,1,89,88,41,19
Modulo,R,250,119,False,0.025,1,1,161,80,37,19
AdvModulo,R,250,11,False,0.002,1,1,170,117,56,12
Linear,R,250,11,False,0.001,1,1,119,117,56,12
Modulo,R,250,11,False,0.012,1,1,170,117,56,12
AdvModulo,R,250,120,False,0.001,1,1,12,8,2,3
Linear,R,250,120,False,0.108,1,1,1688,1688,842,9
Modulo,R,250,120,False,0.019,1,1,12,8,2,3
AdvModulo,R,250,121,False,0.007,1,1,54,28,12,10
Linear,R,250,121,False,0.002,1,1,29,28,12,10
Modulo,R,250,121,False,0.022,1,1,54,28,12,10
AdvModulo,R,250,122,False,0.02,1,1,302,151,72,13
Linear,R,250,122,False,0.005,1,1,153,151,72,13
Modulo,R,250,122,False,0.004,1,1,302,151,72,13
AdvModulo,R,250,123,False,0.007,1,1,220,108,51,9
Linear,R,250,123,False,0.002,1,1,115,108,51,9
Modulo,R,250,123,False,0.003,1,1,220,108,51,9
AdvModulo,R,250,124,False,0.001,1,1,13,6,0,5
Linear,R,250,124,False,0.001,1,1,6,6,0,5
Modulo,R,250,124,False,0.001,1,1,13,6,0,5
AdvModulo,R,250,125,False,0.005,1,1,340,168,80,18
Linear,R,250,125,False,0.003,1,1,176,168,80,18
Modulo,R,250,125,False,0.012,1,1,340,168,80,18
AdvModulo,R,250,126,False,0.003,1,1,318,165,77,15
Linear,R,250,126,False,0.002,1,1,172,165,77,15
Modulo,R,250,126,False,0.004,1,1,318,165,77,15
AdvModulo,R,250,127,False,0.005,1,1,391,247,119,21
Linear,R,250,127,False,0.005,1,1,249,247,119,21
Modulo,R,250,127,False,0.007,1,1,391,247,119,21
AdvModulo,R,250,128,False,0.004,1,1,50,32,11,13
Linear,R,250,128,False,0.002,1,1,87,87,38,17
Modulo,R,250,128,False,0.009,1,1,50,32,11,13
AdvModulo,R,250,129,False,0.008,1,1,102,57,24,16
Linear,R,250,129,False,0.131,1,1,1707,1705,848,15
Modulo,R,250,129,False,0.004,1,1,102,57,24,16
AdvModulo,R,250,12,False,0.007,1,1,461,251,121,18
Linear,R,250,12,False,0.004,1,1,269,260,125,17
Modulo,R,250,12,False,0.012,1,1,461,251,121,18
AdvModulo,R,250,130,False,0.054,1,1,221,100,45,21
Linear,R,250,130,False,0.021,1,1,102,100,45,21
Modulo,R,250,130,False,0.012,1,1,221,100,45,21
AdvModulo,R,250,131,False,0.023,1,1,65,35,15,11
Linear,R,250,131,False,0.004,1,1,36,35,15,11
Modulo,R,250,131,False,0.009,1,1,65,35,15,11
AdvModulo,R,250,132,False,0.002,1,1,57,30,13,10
Linear,R,250,132,False,0.002,1,1,31,30,13,10
Modulo,R,250,132,False,0.037,1,1,57,30,13,10
AdvModulo,R,250,133,False,0.014,1,1,1319,698,345,15
Linear,R,250,133,False,0.005,1,1,714,698,345,15
Modulo,R,250,133,False,0.018,1,1,1319,698,345,15
AdvModulo,R,250,134,False,0.003,1,1,183,114,55,10
Linear,R,250,134,False,0.019,1,1,115,114,55,10
Modulo,R,250,134,False,0.003,1,1,183,114,55,10
AdvModulo,R,250,135,False,0.009,1,1,100,43,18,14
Linear,R,250,135,False,0.002,1,1,46,43,18,14
Modulo,R,250,135,False,0.003,1,1,100,43,18,14
AdvModulo,R,250,136,False,0.002,1,1,48,22,6,12
Linear,R,250,136,False,0.001,1,1,24,22,6,12
Modulo,R,250,136,False,0.003,1,1,48,22,6,12
AdvModulo,R,250,137,False,0.002,1,1,37,19,8,9
Linear,R,250,137,False,0.036,1,1,629,629,313,9
Modulo,R,250,137,False,0.001,1,1,37,19,8,9
AdvModulo,R,250,138,False,0.004,1,1,96,56,26,10
Linear,R,250,138,False,0.005,1,1,57,56,26,10
Modulo,R,250,138,False,0.005,1,1,96,56,26,10
AdvModulo,R,250,139,False,0.007,1,1,11,5,1,3
Linear,R,250,139,False,0.002,1,1,5,5,1,3
Modulo,R,250,139,False,0.002,1,1,11,5,1,3
AdvModulo,R,250,13,False,0.001,1,1,15,7,2,4
Linear,R,250,13,False,0.001,1,1,7,7,2,4
Modulo,R,250,13,False,0.001,1,1,15,7,2,4
AdvModulo,R,250,140,False,0.008,1,1,525,275,132,17
Linear,R,250,140,False,0.005,1,1,284,275,132,17
Modulo,R,250,140,False,0.009,1,1,525,275,132,17
AdvModulo,R,250,141,False,0.004,1,1,32,12,3,8
Linear,R,250,141,False,0.002,1,1,14,12,3,8
Modulo,R,250,141,False,0.001,1,1,32,12,3,8
AdvModulo,R,250,142,False,0.001,1,1,27,14,4,9
Linear,R,250,142,False,0.004,1,1,15,14,4,9
Modulo,R,250,142,False,0.005,1,1,27,14,4,9
AdvModulo,R,250,143,False,0.002,1,1,23,11,3,7
Linear,R,250,143,False,0.002,1,1,85,83,39,12
Modulo,R,250,143,False,0.011,1,1,23,11,3,7
AdvModulo,R,250,144,False,0.02,1,1,1504,765,377,16
Linear,R,250,144,False,0.016,1,1,798,765,377,16
Modulo,R,250,144,False,0.021,1,1,1504,765,377,16
AdvModulo,R,250,145,False,0.004,1,1,9,4,0,3
Linear,R,250,145,False,0.003,1,1,173,172,84,10
Modulo,R,250,145,False,0.003,1,1,9,4,0,3
AdvModulo,R,250,146,False,0.002,1,1,33,14,3,10
Linear,R,250,146,False,0.002,1,1,16,14,3,10
Modulo,R,250,146,False,0.002,1,1,33,14,3,10
AdvModulo,R,250,147,False,0.004,1,1,84,36,14,14
Linear,R,250,147,False,0.001,1,1,39,36,14,14
Modulo,R,250,147,False,0.002,1,1,84,36,14,14
AdvModulo,R,250,148,False,0.012,1,1,286,182,87,15
Linear,R,250,148,False,0.007,1,1,188,182,87,15
Modulo,R,250,148,False,0.004,1,1,286,182,87,15
AdvModulo,R,250,149,False,0.005,1,1,204,104,48,14
Linear,R,250,149,False,0.003,1,1,106,104,48,14
Modulo,R,250,149,False,0.022,1,1,204,104,48,14
AdvModulo,R,250,14,False,0.002,1,1,37,14,3,9
Linear,R,250,14,False,0.001,1,1,17,14,3,9
Modulo,R,250,14,False,0.001,1,1,37,14,3,9
AdvModulo,R,250,150,False,0.003,1,1,173,108,49,13
Linear,R,250,150,False,0.002,1,1,113,108,49,13
Modulo,R,250,150,False,0.059,1,1,173,108,49,13
AdvModulo,R,250,151,False,0.003,1,1,121,59,25,13
Linear,R,250,151,False,0.001,1,1,63,59,25,13
Modulo,R,250,151,False,0.05,1,1,121,59,25,13
AdvModulo,R,250,152,False,0.004,1,1,100,49,21,13
Linear,R,250,152,False,0.014,1,1,51,49,21,13
